,area,province,city,d_high_1,d_low_1,d_high_2,d_low_2,d_high_3,d_low_3,d_high_4,d_low_4,d_high_5,d_low_5,d_high_6,d_low_6,d_high_7,d_low_7,d_high_8,d_low_8,d_high_9,d_low_9,d_high_10,d_low_10,d_high_11,d_low_11,d_high_12,d_low_12,d_high_13,d_low_13,d_high_14,d_low_14,d_high_15,d_low_15,d_wea_1,d_wea_2,d_wea_3,d_wea_4,d_wea_5,d_wea_6,d_wea_7,d_wea_8,d_wea_9,d_wea_10,d_wea_11,d_wea_12,d_wea_13,d_wea_14,d_wea_15
0,华北,北京市,北京市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
1,华北,北京市,东城,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
2,华北,北京市,西城,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
3,华北,北京市,丰台,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
4,华北,北京市,石景山,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
5,华北,北京市,海淀,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
6,华北,北京市,门头沟,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
7,华北,北京市,房山,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
8,华北,北京市,通州,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
9,华北,北京市,顺义,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
10,华北,北京市,昌平,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
11,华北,北京市,怀柔,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
12,华北,北京市,平谷,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
13,华北,北京市,密云,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
14,华北,北京市,延庆,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
15,华北,天津市,天津市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
16,华北,天津市,和平,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
17,华北,天津市,河东,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
18,华北,天津市,河西,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
19,华北,天津市,南开,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
20,华北,天津市,河北,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
21,华北,天津市,红桥,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
22,华北,天津市,东丽,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
23,华北,天津市,西青,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
24,华北,天津市,津南,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
25,华北,天津市,北辰,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
26,华北,天津市,武清,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
27,华北,天津市,宝坻,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
28,华北,天津市,滨海新区,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
29,华北,天津市,宁河,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
30,华北,天津市,静海,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
31,华北,天津市,蓟州,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
32,华北,河北省,石家庄市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
33,华北,河北省,辛集市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
34,华北,河北省,唐山市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
35,华北,河北省,秦皇岛市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
36,华北,河北省,邯郸市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
37,华北,河北省,邢台市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
38,华北,河北省,保定市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
39,华北,河北省,定州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
40,华北,河北省,张家口市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
41,华北,河北省,承德市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
42,华北,河北省,沧州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
43,华北,河北省,廊坊市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
44,华北,河北省,衡水市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
45,华北,山西省,太原市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
46,华北,山西省,大同市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
47,华北,山西省,阳泉市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
48,华北,山西省,长治市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
49,华北,山西省,晋城市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
50,华北,山西省,朔州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
51,华北,山西省,晋中市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
52,华北,山西省,运城市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
53,华北,山西省,忻州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
54,华北,山西省,临汾市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
55,华北,山西省,吕梁市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
56,华北,内蒙古自治区,呼和浩特市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
57,华北,内蒙古自治区,包头市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
58,华北,内蒙古自治区,乌海市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
59,华北,内蒙古自治区,赤峰市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
60,华北,内蒙古自治区,通辽市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
61,华北,内蒙古自治区,鄂尔多斯市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
62,华北,内蒙古自治区,呼伦贝尔市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
63,华北,内蒙古自治区,巴彦淖尔市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
64,华北,内蒙古自治区,乌兰察布市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
65,华北,内蒙古自治区,兴安盟,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
66,华北,内蒙古自治区,锡林郭勒盟,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
67,华北,内蒙古自治区,阿拉善盟,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
68,东北,辽宁省,沈阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
69,东北,辽宁省,大连市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
70,东北,辽宁省,鞍山市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
71,东北,辽宁省,抚顺市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
72,东北,辽宁省,本溪市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
73,东北,辽宁省,丹东市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
74,东北,辽宁省,锦州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
75,东北,辽宁省,营口市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
76,东北,辽宁省,阜新市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
77,东北,辽宁省,辽阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
78,东北,辽宁省,盘锦市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
79,东北,辽宁省,铁岭市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
80,东北,辽宁省,朝阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
81,东北,辽宁省,葫芦岛市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
82,东北,吉林省,长春市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
83,东北,吉林省,吉林市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
84,东北,吉林省,四平市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
85,东北,吉林省,辽源市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
86,东北,吉林省,通化市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
87,东北,吉林省,白山市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
88,东北,吉林省,松原市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
89,东北,吉林省,白城市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
90,东北,吉林省,延边朝鲜族自治州,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
